judul_resep,waktu_masak,tingkat_kesulitan,jumlah_porsi,url_sumber,bahan-bahan,cluster_label,cluster_persona
"Resep Nasi Liwet Sunda Ikan Asin Petai, Dijamin Bikin Nambah",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-liwet-sunda-ikan-asin-petai/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'daun salam', 'daun jeruk', 'cabai', 'garam', 'serai', 'ikan']",2,Masakan Rumahan Sehari-Hari
"Resep Laksa Betawi, Hidangan Komplet dengan Kuah Santan yang Kaya Rasa",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-laksa-betawi/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun jeruk', 'limau', 'bawang', 'garam', 'serai', 'kemiri', 'ketumbar', 'santan', 'telur', 'kunyit', 'kemangi', 'udang']",0,Masakan Rumit Tradisional
"Resep Empon-Empon, Bantu Perkuat Daya Tahan Tubuh Saat Pandemi",30mnt,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-empon-empon-daya-tahan-tubuh/,"['gula merah', 'serai', 'jahe', 'kunyit']",3,Masakan Cepat dan Praktis
"Resep Saraba Khas Makassar, Minuman Tepat untuk Bikin Tubuh Lebih Hangat",40mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-saraba-khas-makassar/,"['kayu manis', 'gula', 'merica', 'jahe', 'santan', 'cengkih']",3,Masakan Cepat dan Praktis
"Resep Nasi Rawon Iga Sapi, Menu Lezat yang Praktis",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-rawon-iga-sapi/,"['daun jeruk', 'daun bawang', 'kaldu sapi', 'telur']",3,Masakan Cepat dan Praktis
Cara Membuat Rendang Ayam Manis Kacang Merah,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/cara-membuat-rendang-ayam-manis/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun jeruk', 'gula merah', 'kayu manis', 'garam', 'serai', 'jahe', 'lengkuas', 'santan', 'kunyit', 'kacang', 'cengkih']",0,Masakan Rumit Tradisional
Resep Mie Goreng Jawa Ayam Kampung untuk Makan Malam Praktis,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-mie-goreng-jawa-ayam-kampung/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daging ayam', 'garam', 'merica', 'kemiri', 'tomat', 'telur', 'seledri', 'kol']",3,Masakan Cepat dan Praktis
"Resep Iga Bakar Makassar, Menu Mewah Untuk Ide Idul Adha",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-iga-bakar-a-la-makassar/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun jeruk', 'kaldu sapi', 'gula merah', 'jeruk nipis', 'asam jawa', 'kayu manis', 'garam', 'merica', 'serai', 'ketumbar', 'cengkih']",0,Masakan Rumit Tradisional
Resep Sate Klatak Khas Yogyakarta untuk Penggemar Daging Kambing,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-sate-klatak-jogja/,"['bawang putih', 'kecap manis', 'cabai merah', 'daun jeruk', 'limau', 'bawang', 'garam', 'merica', 'serai', 'santan']",0,Masakan Rumit Tradisional
Resep Nasi Kebuli Kambing Sederhana Bebas Repot,2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-kebuli-kambing-khas-betawi/,"['bawang merah', 'cabai rawit', 'gula pasir', 'kayu manis', 'garam', 'merica', 'serai', 'tomat', 'cengkih']",0,Masakan Rumit Tradisional
Resep Asem Asem Daging Sapi Khas Semarang yang Legendaris,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-asem-asem-daging/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'daging sapi', 'gula merah', 'jeruk nipis', 'garam', 'merica', 'lengkuas', 'tomat']",2,Masakan Rumahan Sehari-Hari
"Resep Lento Kacang Tolo Khas Jawa Timur, Lauk Rumahan yang Bikin Ketagihan",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-lento-kacang-tolo-khas-jawa-timur/,"['bawang putih', 'garam', 'ketumbar', 'kacang', 'jamur', 'kencur']",0,Masakan Rumit Tradisional
"Camilan Khas Sunda, Resep Ulen Goreng Sambal Oncom",1j 30mnt,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-ulen-goreng-sambal-kecap/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'gula pasir', 'daun bawang', 'garam', 'santan', 'jamur', 'kencur']",0,Masakan Rumit Tradisional
"Resep Bebek Betutu, Menu a la Rumah Makan Bali",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-bebek-betutu/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'daun salam', 'gula merah', 'jeruk nipis', 'garam', 'merica', 'jahe', 'lengkuas', 'ketumbar', 'kunyit', 'kencur']",0,Masakan Rumit Tradisional
"Resep Pentol Mercon Bakar, Wajib Coba Buat Penyuka Bakso Pedas",1j 20mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-pentol-mercon-bakar/,"['bawang putih', 'bawang merah', 'cabai rawit', 'gula pasir', 'daun bawang', 'kaldu sapi', 'daging sapi', 'merica', 'tomat']",0,Masakan Rumit Tradisional
Resep Lumpia Semarang Vegetarian untuk Menu Camilan di Rumah,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-lumpia-semarang-vegetarian/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun bawang', 'gula merah', 'garam', 'merica', 'ketumbar', 'telur', 'wortel', 'jamur']",0,Masakan Rumit Tradisional
"Resep Ketan Srikaya Gula Merah, Cemilan Tradisional dengan Rasa Baru",1j 30mnt,Sedang,8 Porsi,https://www.masakapahariini.com/resep/resep-ketan-srikaya-gula-merah/,"['daun salam', 'gula pasir', 'gula merah', 'garam', 'santan', 'telur']",1,Masakan Porsi Besar untuk Banyak Orang
"Resep Semur Daging Khas Pontianak, untuk Hidangan Lebaran",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-daging-khas-pontianak/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun bawang', 'kaldu sapi', 'daging sapi', 'asam jawa', 'kayu manis', 'bawang', 'garam', 'merica', 'kemiri', 'ketumbar', 'tomat', 'wortel']",2,Masakan Rumahan Sehari-Hari
"Resep Soto Surabaya Kuah Koya, Hidangan Jawa Timur yang Menggiurkan",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-surabaya-kuah-koya/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'daun jeruk', 'jeruk nipis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'telur', 'kunyit', 'kol', 'udang']",0,Masakan Rumit Tradisional
"Resep Opor Tahu Tempe, Lauk Paling Pas untuk Berbuka Bersama",40mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-opor-tahu-tempe/,"['cabai rawit', 'serai', 'santan', 'tahu', 'tempe']",3,Masakan Cepat dan Praktis
Resep Laksan Palembang yang Gurih untuk Sajian Istimewa di Akhir Pekan,2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-laksan-palembang/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'bawang', 'garam', 'merica', 'ketumbar', 'santan', 'kunyit', 'ikan']",0,Masakan Rumit Tradisional
Resep Soto Semarang Legendaris Buat Kamu yang Rindu Wisata Kuliner,2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-semarang-legendaris/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'daun salam', 'daun jeruk', 'jeruk nipis', 'garam', 'merica', 'serai', 'jahe', 'ketumbar', 'telur', 'kunyit', 'seledri']",0,Masakan Rumit Tradisional
Resep Mangut Ikan Spesial untuk Penggemar Masakan Pedas,1jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-mangut-ikan-pedas/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'gula pasir', 'jeruk nipis', 'cabai hijau', 'garam', 'serai', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'ikan', 'kencur']",2,Masakan Rumahan Sehari-Hari
"Resep Ayam Lodho, Harta Karun dari Tulungagung",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-lodho/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'ketumbar', 'santan', 'kunyit', 'kencur']",2,Masakan Rumahan Sehari-Hari
"Resep Semur Telur Pedas Petai, Pendamping Tepat di Segala Suasana",1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-semur-telur-pedas-petai-cina/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'garam', 'merica', 'jahe', 'telur']",3,Masakan Cepat dan Praktis
"Resep Gulai Belacan Khas Riau, Unik dan Rasanya Mantap",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-gulai-belacan-khas-riau/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun jeruk', 'asam jawa', 'garam', 'merica', 'kemiri', 'santan', 'jamur', 'udang']",2,Masakan Rumahan Sehari-Hari
"Resep Lontong Oncom Kemangi, Ide Sarapan Enak dan Mengenyangkan",2jam,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-lontong-oncom/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun salam', 'gula pasir', 'garam', 'lengkuas', 'santan', 'kemangi', 'kencur']",0,Masakan Rumit Tradisional
"Resep Sambal Terong Penyet Ikan Jambal, Lauk Sederhana Bikin Ketagihan",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sambal-terong-penyet-ikan-jambal/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'ikan', 'jamur']",3,Masakan Cepat dan Praktis
Resep Ikan Woku Belanga Pedas Khas Minahasa,50mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ikan-woku-belanga/,"['bawang merah', 'cabai merah', 'cabai rawit', 'daun jeruk', 'daun bawang', 'jeruk nipis', 'garam', 'serai', 'jahe', 'kemiri', 'tomat', 'kunyit', 'ikan', 'jamur', 'kemangi']",2,Masakan Rumahan Sehari-Hari
"Resep Pisang Goreng Saus Kinca, Paling Mantap Untuk Camilan Sore",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-pisang-goreng-saus-kinca/,"['kecap manis', 'kaldu ayam', 'gula pasir', 'gula merah', 'santan']",3,Masakan Cepat dan Praktis
"Resep Sambal Bajak Teri Pedas, Pelengkap Kelezatan Hidangan Hari Ini",30mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sambal-bajak-teri-pedas/,"['bawang merah', 'cabai merah', 'cabai rawit', 'daun jeruk', 'gula merah', 'limau', 'jamur']",3,Masakan Cepat dan Praktis
"Resep Ayam Bumbu Bali Merah, Lauk Nikmat Pendamping Nasi Hangat",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-bumbu-bali-merah/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'jeruk nipis', 'limau', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'kunyit']",2,Masakan Rumahan Sehari-Hari
Resep Ceker Mercon Rumahan yang Simple dan Pedasnya Bikin Nagih,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ceker-mercon/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'garam', 'serai', 'jahe', 'lengkuas']",2,Masakan Rumahan Sehari-Hari
Resep Cilok Goang Pedas Kekinian yang Seru untuk Camilan,45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-cilok-goang-pedas/,"['bawang putih', 'cabai rawit', 'daun bawang', 'garam', 'merica', 'jamur', 'kencur']",3,Masakan Cepat dan Praktis
"Resep Sambal Korek Daun Jeruk, Pelengkap Makan yang Menggugah Selera",15mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sambal-korek-daun-jeruk/,"['bawang merah', 'cabai rawit', 'daun jeruk', 'jamur']",3,Masakan Cepat dan Praktis
"Resep Opor Ayam Putih, Sedap Disajikan dengan Nasi atau Lontong",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-opor-ayam-putih/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daun salam', 'daun jeruk', 'asam jawa', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'telur']",2,Masakan Rumahan Sehari-Hari
"Resep Kolak Pisang Ubi Ungu, Sedap Disajikan Hangat atau Dingin",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kolak-pisang-ubi-ungu/,"['kecap manis', 'gula', 'garam', 'santan']",3,Masakan Cepat dan Praktis
"Resep Mujair Bakar Kecap Pedas, Inspirasi Menu Ikan Bakar A la Restoran",1jam,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-mujair-bakar-kecap-pedas/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'jeruk nipis', 'garam', 'ikan']",3,Masakan Cepat dan Praktis
"Resep Soto Kudus, Menu Praktis, Enak, dan Bikin Segar",40mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-kudus/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'gula pasir', 'daging ayam', 'jeruk nipis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri']",2,Masakan Rumahan Sehari-Hari
Resep Mie Lethek Goreng Khas Yogyakarta,45mnt,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-mie-lethek-goreng/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun bawang', 'bawang', 'garam', 'merica', 'kemiri', 'telur', 'seledri', 'kol']",3,Masakan Cepat dan Praktis
Resep Tumis Kikil Tempe Pedas Manis untuk Lauk Pendamping,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-tumis-kikil-tempe-pedas-manis/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'kaldu sapi', 'cabai hijau', 'bawang', 'garam', 'serai', 'jahe', 'lengkuas', 'tempe']",0,Masakan Rumit Tradisional
"Resep Getuk Lindri Karamel, Camilan Khas Jawa dengan Sensasi Unik",1j 20mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-getuk-lindri-karamel/,['gula pasir'],0,Masakan Rumit Tradisional
"Resep Baso Aci Kuah yang Gurih, Kenyal, dan Anti Alot",1j 15mnt,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-baso-aci-kuah/,"['bawang putih', 'kaldu ayam', 'gula pasir', 'daun bawang', 'limau', 'bawang', 'cabai', 'garam', 'merica', 'kencur']",0,Masakan Rumit Tradisional
Resep Bola Ubi Kopong Enak dan Anti Gagal,1j 30mnt,Cukup Rumit,5 Porsi,https://www.masakapahariini.com/resep/resep-bola-ubi-kopong/,"['kecap manis', 'gula', 'garam']",0,Masakan Rumit Tradisional
"Resep Pisang Goreng Sambal Roa, Camilan Unik Khas Manado",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-pisang-goreng-sambal-roa/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'tomat', 'telur', 'ikan']",3,Masakan Cepat dan Praktis
Kreasi Resep Rendang Crispy yang Beda dari Yang Lain,2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-rendang-crispy/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'asam jawa', 'kayu manis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'ketumbar', 'santan', 'kunyit', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Bebek Rica, Rasa Lezat dan Pedasnya Bikin Ketagihan",1j 45mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-bebek-rica-pedas/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun jeruk', 'daun bawang', 'garam', 'serai', 'jahe', 'tomat', 'kunyit', 'kemangi']",0,Masakan Rumit Tradisional
"Resep Mie Gomak, Hidangan Mie Kuah Sedap Khas Batak",1j 15mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-mie-gomak/,"['bawang putih', 'bawang merah', 'cabai merah', 'cabai rawit', 'daun jeruk', 'daun bawang', 'kaldu sapi', 'daging sapi', 'garam', 'serai', 'jahe', 'santan', 'tomat', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Soto Padang, Semangkuk Kehangatan yang Penuh Keistimewaan",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-padang/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun salam', 'kaldu sapi', 'daging sapi', 'merica', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Kepiting Saus Padang a la Restoran, Lezat dan Gampang Bikinnya",1jam,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-kepiting-saus-padang/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun jeruk', 'gula pasir', 'daun bawang', 'bawang', 'garam', 'merica', 'jahe', 'tomat', 'telur']",3,Masakan Cepat dan Praktis
"Resep Soto Sulung, Sajian Khas Surabaya untuk Maksi Istimewa",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-sulung/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'daun bawang', 'kaldu sapi', 'daging sapi', 'jeruk nipis', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'tomat', 'telur', 'kunyit', 'seledri']",2,Masakan Rumahan Sehari-Hari
"Resep Gado-Gado, Sayuran Sehat untuk Menu Harian Keluarga",1jam,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-gado-gado/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun jeruk', 'gula merah', 'asam jawa', 'garam', 'ketumbar', 'santan', 'tomat', 'telur', 'kacang', 'tahu', 'tempe', 'kol', 'kencur']",0,Masakan Rumit Tradisional
"Resep Tahu Campur, Masakan Jawa Timur Paling Favorit di Malam Hari",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tahu-campur/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daun jeruk', 'gula pasir', 'kaldu sapi', 'daging sapi', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'kunyit', 'tahu', 'kol']",2,Masakan Rumahan Sehari-Hari
"Resep Semur Rebung Tahu Udang, Cara Baru Menyajikan Rebung",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-rebung-tahu-udang/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai', 'garam', 'merica', 'tomat', 'tahu', 'udang']",3,Masakan Cepat dan Praktis
"Resep Semur Telur Isi, Sajian Penuh Kejutan untuk Akhir Pekan",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-telur-isi/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'gula pasir', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'telur', 'ikan']",2,Masakan Rumahan Sehari-Hari
"Resep Sagu Keju, Kue Kering yang Lembut di Mulut",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sagu-keju/,"['kaldu ayam', 'gula', 'santan', 'telur']",3,Masakan Cepat dan Praktis
Resep Es Gempol Khas Solo untuk Hidangan Penutup yang Manis,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-es-gempol-khas-solo/,"['kecap manis', 'gula pasir', 'garam', 'santan', 'kacang']",3,Masakan Cepat dan Praktis
"Resep Sambal Ijo Khas Minang, Cocolan Andalan Berbagai Jenis Lauk",1jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sambal-ijo-khas-minang/,"['bawang merah', 'gula pasir', 'jeruk nipis', 'cabai hijau', 'garam', 'tomat', 'ikan', 'jamur']",3,Masakan Cepat dan Praktis
"Resep Es Timun Jeruk Segar, Sejukkan Dirimu Saat Musim Kemarau",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-es-timun-jeruk-segar/,['jeruk nipis'],3,Masakan Cepat dan Praktis
"Resep Risol Bihun Ayam Jamur, Lezat Sebagai Camilan di Rumah",45mnt,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-risol-bihun-ayam-jamur/,"['bawang putih', 'daging ayam', 'bawang', 'garam', 'merica', 'seledri', 'wortel', 'jamur']",3,Masakan Cepat dan Praktis
Resep Nasi Kuning Manado dengan Bango Bumbu Kuliner Nusantara,1mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-kuning-manado/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'serai', 'jahe', 'santan', 'telur', 'ikan']",3,Masakan Cepat dan Praktis
"Resep Kikil Tempe Tumis, Meriahkan Segenap Sajian di Meja Makan",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kikil-tempe-tumis/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'kaldu sapi', 'garam', 'serai', 'tempe']",2,Masakan Rumahan Sehari-Hari
"Resep Semar Mendem, Serupa Tapi Tak Sama dengan Lemper",1j 30mnt,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-semar-mendem/,"['daun salam', 'daun jeruk', 'garam', 'lengkuas', 'santan', 'telur', 'jamur']",0,Masakan Rumit Tradisional
"Resep Kue Pukis Green Tea, Gaya Baru Menikmati Jajanan Pasar",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kue-pukis-green-tea/,"['gula pasir', 'garam', 'santan', 'telur']",3,Masakan Cepat dan Praktis
"Resep Arem-Arem Daging Sayuran, Camilan Penawar Lapar di Pagi Hari",1j 30mnt,Sedang,5 Porsi,https://www.masakapahariini.com/resep/resep-arem-arem-daging-sayuran/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun salam', 'kaldu sapi', 'daging sapi', 'garam', 'lengkuas', 'santan', 'wortel']",0,Masakan Rumit Tradisional
"Resep Binte Biluhuta, Sup Ikan Jagung Sehat Khas Gorontalo",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-binte-biluhuta/,"['bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'jeruk nipis', 'garam', 'ikan', 'kemangi', 'jagung']",3,Masakan Cepat dan Praktis
"Resep Ulukuteuk Leunca, Hidangan Pendamping Lezat khas Sunda",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ulukuteuk-leunca/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun salam', 'bawang', 'garam', 'serai', 'lengkuas', 'kemangi', 'kencur']",2,Masakan Rumahan Sehari-Hari
"Resep Sambal Bawang Enak dan Simpel, Bikin Maksi Makin Mantap",20mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sambal-bawang/,"['bawang putih', 'bawang merah', 'cabai rawit', 'gula pasir', 'tahu', 'tempe', 'jamur']",3,Masakan Cepat dan Praktis
"Resep Nasi Jeruk Tumis Teri, Sajian Wangi dan Nikmat untuk Keluarga",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-jeruk-tumis-teri/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'garam', 'serai', 'santan', 'kemangi']",2,Masakan Rumahan Sehari-Hari
Resep Tahu Bakso Semarang yang Kenyal dan Gurih,1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-tahu-bakso-semarang/,"['bawang putih', 'bawang merah', 'kaldu sapi', 'daging ayam', 'daging sapi', 'merica', 'telur', 'tahu']",0,Masakan Rumit Tradisional
Resep Lontong Sayur Padang dengan Kuah Berempah yang Lezat,1j 20mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-lontong-sayur-padang/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun salam', 'daun jeruk', 'gula pasir', 'kaldu sapi', 'daging sapi', 'bawang', 'serai', 'jahe', 'lengkuas', 'kemiri', 'santan', 'telur', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Pesmol Ikan Nila, Menu Lauk Klasik Buat Pencinta Ikan",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-pesmol-ikan-nila/,"['bawang putih', 'bawang merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'jeruk nipis', 'garam', 'serai', 'jahe', 'kemiri', 'ikan']",2,Masakan Rumahan Sehari-Hari
"Resep Bolu Kukus Gula Merah, Manis dan Legit",1jam,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-bolu-kukus-gula-merah/,"['kecap manis', 'gula merah', 'telur']",3,Masakan Cepat dan Praktis
"Resep Laksa Bogor, Street Food Paling Hits dari Kota Hujan",1j 15mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-laksa-bogor/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'daun salam', 'daun jeruk', 'bawang', 'garam', 'serai', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'telur', 'kunyit', 'kemangi', 'udang']",0,Masakan Rumit Tradisional
Resep Lidah Sapi Masak Cabai Hijau yang Enak dan Praktis,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-lidah-sapi-masak-cabai-hijau/,"['bawang putih', 'bawang merah', 'cabai rawit', 'cabai hijau', 'garam', 'serai', 'jahe', 'lengkuas']",2,Masakan Rumahan Sehari-Hari
Resep Bubur Kacang Hijau Ketan Hitam dengan Kuah Santan Susu,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-bubur-kacang-hijau-ketan-hitam/,"['kecap manis', 'gula pasir', 'gula merah', 'kayu manis', 'garam', 'jahe', 'santan', 'kacang']",3,Masakan Cepat dan Praktis
Resep Soto Medan Untuk Menu Istimewa di Rumah,1j 15mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-medan/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun salam', 'daun jeruk', 'jeruk nipis', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'ketumbar', 'santan', 'tomat', 'telur', 'kunyit', 'udang']",0,Masakan Rumit Tradisional
Resep Liwetan Khas Sunda yang Aromanya Selalu Menggoda,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-liwetan-khas-sunda/,"['bawang merah', 'kaldu ayam', 'daun salam', 'cabai', 'garam', 'serai']",2,Masakan Rumahan Sehari-Hari
